fips_cntry,sat,year,count,sum,mean,stddev,min,max
DR,f12,1998,21079,202661,9.61435551971156,11.7747775441705,3,63
EC,f12,1998,44381,525936,11.8504765552827,11.8795751017991,4,63
EG,f12,1998,116587,2313304,19.841869162085,17.5159802617527,3,63
EI,f12,1998,81632,834875,10.2273005684045,9.56321644405259,5,63
EK,f12,1998,791,11761,14.8685208596713,15.2204336574178,4,63
EN,f12,1998,22299,339408,15.2207722319387,12.1735365660282,6,63
ER,f12,1998,964,9349,9.69813278008299,11.2283519997225,3,63
ES,f12,1998,14974,136272,9.10057432883665,10.2734891642862,3,63
ET,f12,1998,5195,46741,8.99730510105871,9.88509501324438,4,63
EZ,f12,1998,133062,1968560,14.7943064135516,11.3196149799606,4,63
FG,f12,1998,1006,13287,13.2077534791252,13.6370730348239,4,62
FI,f12,1998,208034,4273870,20.5440937539056,14.570201766839,6,63
FJ,f12,1998,2292,18299,7.98385689354276,6.91340108906347,3,58
FK,f12,1998,273,2311,8.46520146520147,5.78171914238863,4,33
FM,f12,1998,517,2910,5.62862669245648,3.29840718987745,3,26
FO,f12,1998,531,8811,16.5932203389831,9.70430385747635,8,58
FP,f12,1998,924,6979,7.5530303030303,8.74113041586348,3,58
FR,f12,1998,681005,9146062,13.4302420687073,13.4244618748039,3,63
FS,f12,1998,400,1834,4.585,0.492722031169706,4,5
GA,f12,1998,401,4529,11.2942643391521,11.7394061977283,4,56
GB,f12,1998,6668,100896,15.1313737252549,15.6982117045973,4,63
GG,f12,1998,8056,75635,9.38865441906654,7.8557479558042,4,59
GH,f12,1998,16054,159497,9.93503176778373,11.1416445179653,4,63
GI,f12,1998,10,547,54.7,6.928924880528,39,62
GJ,f12,1998,392,2966,7.56632653061224,6.66591151317965,3,39
GK,f12,1998,140,5093,36.3785714285714,15.8269516319215,5,60
GL,f12,1998,510,12378,24.2705882352941,10.5146637871089,8,63
GM,f12,1998,580172,9457553,16.3012916859138,12.869341560752,4,63
GP,f12,1998,1995,35459,17.7739348370927,15.390799657295,3,63
GQ,f12,1998,660,23335,35.3560606060606,19.6547212987023,4,63
GR,f12,1998,103570,1084641,10.4725403109008,10.6452057550653,3,63
GT,f12,1998,22934,197112,8.59475015261184,9.9495097739654,3,63
GV,f12,1998,1585,17311,10.9217665615142,10.9085761721333,4,59
GY,f12,1998,2059,19522,9.48130160271977,8.83077179009815,4,62
GZ,f12,1998,8407,190300,22.635898655882,17.0525133195474,4,63
HA,f12,1998,1634,16758,10.2558139534884,12.5152800064483,3,61
HM,f12,1998,11,67,6.09090909090909,0.287479787288034,6,7
HO,f12,1998,15281,137515,8.9990838295923,10.5656336689829,3,63
HR,f12,1998,53903,613357,11.3789028439976,10.0056616148579,4,63
HU,f12,1998,106064,1180416,11.1292804344547,10.2725195457014,4,63
IC,f12,1998,6258,173818,27.7753275806967,13.5536180031203,10,63
ID,f12,1998,197886,2042858,10.3234084270742,10.2214700386633,3,63
IM,f12,1998,804,11716,14.5721393034826,12.2744737715575,5,60
IN,f12,1998,1866497,14028395,7.51589474829051,7.39106919677785,3,63
IO,f12,1998,24,535,22.2916666666667,15.5495958325468,4,48
IR,f12,1998,532195,5403773,10.1537462772104,11.0788681919763,3,63
IS,f12,1998,21010,569213,27.0924797715374,21.4880741436909,3,63
IT,f12,1998,383751,7445691,19.4024015572598,16.2470168552135,3,63
IV,f12,1998,25096,195360,7.78450749123366,8.19405864560945,4,63
IZ,f12,1998,96697,1102676,11.4034147905312,12.2141202580348,3,63
JA,f12,1998,409115,7892020,19.2904684501913,18.3440465027502,3,63
JE,f12,1998,226,7330,32.4336283185841,15.0473448139646,7,63
JM,f12,1998,12575,135782,10.797773359841,11.6832780118302,3,63
JO,f12,1998,20778,283860,13.6615651169506,14.0576212796162,3,63
KE,f12,1998,11161,113801,10.1963085745005,10.0635864232029,4,62
KG,f12,1998,21946,234279,10.6752483368268,8.30793067811712,5,63
KN,f12,1998,5713,38158,6.67915280938211,5.47442675956189,3,59
KR,f12,1998,19,82,4.31578947368421,1.41617095232355,3,10
KS,f12,1998,140080,2545331,18.1705525414049,16.5832277690819,3,63
KT,f12,1998,56,439,7.83928571428571,4.64749081961087,4,21
KU,f12,1998,19656,363112,18.4733414733415,18.5152013123365,3,63
KZ,f12,1998,130950,1537324,11.739778541428,10.7345060274393,4,63
LA,f12,1998,2120,21603,10.1900943396226,9.37545953543261,4,62
LE,f12,1998,12459,299542,24.0422184766033,17.8788132123325,4,63
LG,f12,1998,14609,231025,15.8138818536519,12.9352895486248,5,63
LH,f12,1998,33112,432740,13.068978014013,11.3137731700383,5,63
LI,f12,1998,342,2403,7.02631578947368,3.68129583953419,4,26
LO,f12,1998,69398,896523,12.9185711403787,10.0901644611143,4,63
LS,f12,1998,220,6196,28.1636363636364,14.7043761406579,6,58
LT,f12,1998,1026,9678,9.4327485380117,10.2958128305273,3,62
LU,f12,1998,4670,100437,21.506852248394,15.0794986876162,6,63
LY,f12,1998,81133,895621,11.0389237424969,12.0685315223376,3,63
MA,f12,1998,2064,21210,10.2761627906977,10.8087359516608,3,62
MB,f12,1998,1335,30932,23.1700374531835,15.6560024625449,3,63
MD,f12,1998,30738,215839,7.02189472314399,5.43417858180793,4,59
MF,f12,1998,358,2155,6.0195530726257,4.31926408759137,4,29
MG,f12,1998,5819,58694,10.0866128200722,9.43688932180255,4,63
MH,f12,1998,78,379,4.85897435897436,1.66197564682055,3,10
MI,f12,1998,3776,41807,11.0717690677966,11.7368926010985,4,63
MJ,f12,1998,3913,44003,11.2453360592895,9.56573658842816,4,59
MK,f12,1998,14644,148717,10.1554903031958,9.35241661660683,4,62
ML,f12,1998,2414,27833,11.529826014913,11.8878937766657,4,63
MN,f12,1998,4,250,62.5,0.866025403784438,61,63
MO,f12,1998,51238,515173,10.0545103243686,12.2736938407072,3,63
MP,f12,1998,2456,33259,13.5419381107492,13.2535361941971,3,63
MR,f12,1998,1537,18130,11.7957059206246,13.5580357314269,3,63
MT,f12,1998,465,21976,47.2602150537634,15.5902860560219,9,63
MU,f12,1998,42211,477817,11.3197270853569,13.0748741419947,3,63
MV,f12,1998,83,730,8.79518072289157,8.08651865783316,4,55
MX,f12,1998,529653,5537655,10.4552508906775,12.2223820198619,3,63
MY,f12,1998,80033,1029321,12.8612072520085,13.4853425488818,4,63
MZ,f12,1998,4352,42652,9.80055147058824,11.8813728901463,3,63
NC,f12,1998,1974,14375,7.28216818642351,9.82114193646809,3,62
NE,f12,1998,62,227,3.66129032258065,0.566356447292885,3,5
NF,f12,1998,40,271,6.775,1.98100353356575,4,11
NG,f12,1998,2578,24579,9.53413498836307,10.7251706170009,4,63
NH,f12,1998,525,4637,8.83238095238095,9.73136798720994,3,56
NI,f12,1998,88829,1361074,15.322405971023,15.128396585442,4,63
NL,f12,1998,66252,1744545,26.3319597898931,17.2882136505,4,63
NN,f12,1998,50,2710,54.2,11.4490174250894,21,63
NO,f12,1998,121100,2533747,20.9227663088357,13.8947502497448,6,63
NP,f12,1998,6937,57603,8.3037336024218,7.56177798381074,3,61
NR,f12,1998,26,327,12.5769230769231,6.68047140738227,5,28
NS,f12,1998,1976,23446,11.8653846153846,12.4285445971557,5,63
NU,f12,1998,7621,75675,9.92979923894502,10.9274272301252,3,63
NZ,f12,1998,34109,392545,11.5085461315195,13.6062459667999,3,63
OD,f12,1998,171,1363,7.97076023391813,3.99330858526262,4,24
PA,f12,1998,17800,214978,12.0774157303371,13.633652434869,4,63
PC,f12,1998,0,0,0,0,0,0
PE,f12,1998,49301,510923,10.3633394860145,12.095485721038,3,63
PK,f12,1998,321412,3178836,9.89022189588441,8.91290662540182,3,63
PL,f12,1998,456348,5716192,12.5259494946839,10.6546331168876,4,63
PM,f12,1998,9576,103284,10.7857142857143,12.3961192526756,4,63
PO,f12,1998,93562,1264763,13.5179132553815,14.310014567919,3,63
PP,f12,1998,4769,60977,12.7861186831621,11.5808882359324,3,63
PS,f12,1998,157,1431,9.11464968152866,9.12054316802595,4,47
PU,f12,1998,205,2133,10.4048780487805,8.20749066608719,4,40
QA,f12,1998,12264,193638,15.7891389432485,17.1246407186047,4,63
RE,f12,1998,2752,35984,13.0755813953488,13.5263830144158,3,63
RI,f12,1998,72042,806272,11.1916937342106,9.46617454280608,4,63
RM,f12,1998,35,426,12.1714285714286,8.83009695557744,4,32
RN,f12,1998,67,3205,47.8358208955224,10.2310575093177,19,63
RO,f12,1998,193530,1619122,8.36625846122048,7.1273375147635,4,63
RP,f12,1998,54458,545597,10.0186749421573,11.5987474071602,3,63
RQ,f12,1998,10899,353619,32.4450867052023,19.0210402197823,3,63
RS,f12,1998,2399867,33050970,13.772000698372,11.915652482258,3,63
RW,f12,1998,541,6578,12.1589648798521,12.1574945903384,5,60
SA,f12,1998,249562,3148549,12.6162997571746,14.5983464747373,3,63
SB,f12,1998,63,1297,20.5873015873016,10.6154049794296,6,44
SC,f12,1998,318,3954,12.4339622641509,11.6276228808906,3,60
SE,f12,1998,256,2672,10.4375,8.03872463454247,4,49
SF,f12,1998,186847,2310734,12.3669847522304,14.4445605458689,2,63
SG,f12,1998,4418,41680,9.43413309189679,11.6802632562419,4,63
SH,f12,1998,138,803,5.81884057971014,2.51152562690194,3,15
SI,f12,1998,24917,307966,12.359674118072,10.4201780209031,4,63
SL,f12,1998,190,1887,9.93157894736842,6.77460836945995,4,32
SM,f12,1998,96,4476,46.625,11.3617138525254,23,61
SN,f12,1998,824,48540,58.9077669902913,10.6822481299937,11,63
SO,f12,1998,565,4455,7.88495575221239,4.42549374754349,4,26
SP,f12,1998,409250,5499218,13.4373072693952,14.3633443723253,3,63
ST,f12,1998,727,7717,10.6148555708391,10.5888628237755,3,58
SU,f12,1998,15663,156438,9.98774181191343,11.6631400250563,3,63
SV,f12,1998,0,0,0,0,0,0
SW,f12,1998,303493,5690402,18.7496976866023,13.6409004741637,5,63
SX,f12,1998,518,2119,4.09073359073359,0.287229883971323,4,5
SY,f12,1998,109035,1170265,10.7329297931857,10.8801349613822,3,63
SZ,f12,1998,37685,869544,23.0740082260847,14.6782615582984,4,63
TB,f12,1998,32,938,29.3125,13.144479592209,5,54
TD,f12,1998,5079,83197,16.3805867296712,16.3200861161653,4,63
TH,f12,1998,147863,1689988,11.4294177718564,11.2903039723446,4,63
TI,f12,1998,20732,214939,10.3674995176539,7.97401669017186,4,62
TK,f12,1998,255,2444,9.5843137254902,8.44821300396716,3,36
TL,f12,1998,0,0,0,0,0,0
TN,f12,1998,410,2418,5.89756097560976,4.28203779872348,3,33
TO,f12,1998,2083,19730,9.47191550648104,10.5737722754485,4,62
TP,f12,1998,129,1238,9.5968992248062,5.90036049331604,5,30
TS,f12,1998,53673,535774,9.98218843738938,11.4908854368909,3,63
TT,f12,1998,766,5089,6.64360313315927,6.78595766875858,4,53
TU,f12,1998,299489,2731012,9.11890586966466,9.40547131198512,3,63
TV,f12,1998,1,4,4.0,0.0,4,4
TX,f12,1998,43964,449116,10.2155399872623,9.33887679321817,4,63
TZ,f12,1998,6563,73779,11.241657778455,11.724377536116,4,63
UC,f12,1998,485,13318,27.459793814433,23.0752451810089,4,63
UG,f12,1998,3080,33511,10.8801948051948,11.5167691385485,5,63
UK,f12,1998,324125,7125423,21.9835649826456,18.311979262187,4,63
UP,f12,1998,454201,3971668,8.74429602752966,7.49717649439485,4,63
US,f12,1998,4085576,65606497,16.0580777349387,16.2500580635062,3,63
UV,f12,1998,2337,28017,11.9884467265725,13.8250064600606,4,63
UY,f12,1998,15907,212769,13.3758093920915,14.6999482138985,3,63
UZ,f12,1998,117949,1476998,12.5223444030895,10.4221700074345,4,63
VC,f12,1998,418,3499,8.37081339712919,8.39507772211757,3,52
VE,f12,1998,144514,1811797,12.5371728690646,13.831668291565,3,63
VI,f12,1998,170,2629,15.4647058823529,13.7815495234185,3,55
VN,f12,1998,63186,480880,7.6105466400785,7.76771867531129,3,63
VQ,f12,1998,435,15629,35.9287356321839,21.2721171341005,4,63
VT,f12,1998,0,0,0,0,0,0
WA,f12,1998,6587,60635,9.20525277060877,11.0431375907349,3,63
WF,f12,1998,125,627,5.016,1.4421317554232,3,9
WQ,f12,1998,25,384,15.36,16.3165682666423,4,51
WS,f12,1998,761,3785,4.97371879106439,3.38999734005789,3,31
WZ,f12,1998,3865,32032,8.28771021992238,8.06359050986921,3,57
YM,f12,1998,28607,225426,7.88009927640088,8.47890326789685,3,63
ZA,f12,1998,8137,103592,12.7309819343738,13.8584378910799,4,63
ZI,f12,1998,14127,165242,11.6968924754017,13.6730474210756,3,63
AA,f12,1999,220,9102,41.3727272727273,18.3938522787613,6,63
AC,f12,1999,386,7462,19.3316062176166,16.2505922095472,4,63
AE,f12,1999,42332,764641,18.0629547387319,18.6901732079877,4,63
AF,f12,1999,1889,23172,12.2668078348332,11.4137159148678,3,58
AG,f12,1999,159571,1645220,10.3102694098552,10.8628129598573,3,63
AJ,f12,1999,14934,224595,15.0391723583769,12.5432640445811,4,63
AL,f12,1999,8444,73570,8.71269540502132,7.11405524167436,4,59
AM,f12,1999,3032,40403,13.3255277044855,11.2570368516458,5,60
AN,f12,1999,696,16157,23.2140804597701,17.5193284890195,5,63
AO,f12,1999,5566,69592,12.503054257995,13.4923851514352,4,63
AQ,f12,1999,197,2977,15.1116751269036,10.0676753544036,4,41
AR,f12,1999,185773,2734398,14.7190280611284,14.99764965513,3,63
AS,f12,1999,130367,1907530,14.6320004295566,16.641739113811,3,63
AU,f12,1999,86434,1170873,13.5464400583104,10.2843619905514,4,63
AV,f12,1999,91,1906,20.9450549450549,8.89667506402157,4,45
AY,f12,1999,95,714,7.51578947368421,2.8167288152814,4,14
BA,f12,1999,974,41598,42.7084188911704,22.3160330151429,4,63
BB,f12,1999,522,16637,31.8716475095785,17.6009622028396,9,63
BC,f12,1999,5088,55938,10.9941037735849,11.642639986852,3,63
BD,f12,1999,86,3596,41.8139534883721,12.2146610609974,10,63
BE,f12,1999,54648,1937137,35.4475369638413,18.8330416437487,5,63
BF,f12,1999,2069,29841,14.422909618173,17.2790331054016,3,62
BG,f12,1999,44616,377385,8.45851264120495,9.01238763425468,3,63
BH,f12,1999,2198,17496,7.95996360327571,7.27837476474974,4,59
BK,f12,1999,26451,278799,10.540206419417,7.98714987792216,4,63
BL,f12,1999,18365,224996,12.2513476722026,13.3535716293335,3,63
BM,f12,1999,13315,138677,10.4150957566654,9.76454600453324,4,63
BN,f12,1999,2758,24835,9.00471356055112,9.48551314654447,4,62
BO,f12,1999,55338,677231,12.2380823304059,9.91141896176911,4,63
BP,f12,1999,180,1496,8.31111111111111,4.99698674635123,4,29
BR,f12,1999,598458,8200666,13.7029933596008,13.8012271777865,4,63
BT,f12,1999,628,4970,7.9140127388535,4.47344548096602,4,31
BU,f12,1999,54966,487647,8.87179347232835,7.93326411751577,3,63
BV,f12,1999,0,0,0,0,0,0
BX,f12,1999,1820,46984,25.8153846153846,21.0374074107614,5,63
BY,f12,1999,311,4747,15.2636655948553,14.0605465469899,5,62
CA,f12,1999,928479,15048479,16.2076675939897,13.2338824222099,4,63
CB,f12,1999,1458,15369,10.5411522633745,11.5802807317999,4,63
CD,f12,1999,601,6462,10.7520798668885,10.6973226547726,4,62
CE,f12,1999,36862,327876,8.89468829689111,7.8575310916113,4,63
CF,f12,1999,1259,19498,15.4868943606037,14.4214487510854,5,63
CG,f12,1999,3895,69227,17.7732991014121,16.8408149533912,5,63
CH,f12,1999,1631458,15884581,9.73643268781666,11.0107840958022,2,63
CI,f12,1999,46565,673959,14.4735101471062,14.5496706058184,3,63
CJ,f12,1999,306,6476,21.1633986928105,18.7227649752425,4,63
CK,f12,1999,3,12,4.0,0.0,4,4
CM,f12,1999,4025,49433,12.2814906832298,12.9115487912102,4,63
CN,f12,1999,188,1056,5.61702127659574,2.05822885530835,4,14
CO,f12,1999,107669,1334232,12.3919791211955,12.1858161573249,3,63
CQ,f12,1999,319,6727,21.0877742946708,18.8895106418249,4,62
CS,f12,1999,23888,231679,9.69855157401206,10.920859185529,3,63
CT,f12,1999,466,6238,13.3862660944206,13.3077208303088,5,62
CU,f12,1999,31202,244240,7.82770335234921,8.3225735717811,3,63
CV,f12,1999,929,7452,8.02152852529602,8.80842447259693,4,59
CW,f12,1999,95,670,7.05263157894737,2.90686454721318,4,16
CY,f12,1999,10361,149934,14.4709970080108,14.4526275020914,4,63
DA,f12,1999,62941,928063,14.7449675092547,12.5508490342894,6,63
DJ,f12,1999,226,3076,13.6106194690265,14.922770880996,4,61
DO,f12,1999,451,2546,5.64523281596452,4.27524127003049,4,37
DR,f12,1999,19384,231405,11.9379385059843,13.1431653375397,3,63
EC,f12,1999,47405,542502,11.4439827022466,11.3410045434125,4,63
EG,f12,1999,109119,2412701,22.110732319761,17.9195983870831,3,63
EI,f12,1999,76095,846265,11.1211643340561,9.82814205088715,5,63
EK,f12,1999,797,11781,14.7816813048934,14.1340602590547,4,61
EN,f12,1999,21068,335384,15.9191190430985,12.3281738416544,6,63
ER,f12,1999,844,8740,10.3554502369668,11.1101425059919,4,61
ES,f12,1999,13964,138988,9.95330850759095,10.7606427340589,4,63
ET,f12,1999,5118,50256,9.81946072684642,10.1748218245872,4,63
EZ,f12,1999,123246,1767310,14.3396945945507,10.7476903118055,4,63
FG,f12,1999,787,12695,16.130876747141,14.1952047174235,5,60
FI,f12,1999,184503,4474154,24.2497628764844,15.923254249426,6,63
FJ,f12,1999,1856,15565,8.38631465517241,6.9452916167985,3,51
FK,f12,1999,240,2158,8.99166666666667,5.90055906014186,3,32
FM,f12,1999,291,1960,6.73539518900344,4.06587737941569,4,27
FO,f12,1999,733,13908,18.9740791268759,10.9138076371042,9,62
FP,f12,1999,898,7569,8.42873051224944,9.10749579632954,3,58
FR,f12,1999,645331,9582241,14.8485676342838,13.3241015193386,4,63
FS,f12,1999,45,217,4.82222222222222,0.436597393430856,4,6
GA,f12,1999,331,4094,12.368580060423,12.6336998659939,4,56
GB,f12,1999,5751,97468,16.9480090419058,15.9030571164266,5,63
GG,f12,1999,2675,38714,14.472523364486,11.1217011148793,5,61
GH,f12,1999,17746,182183,10.2661444832638,11.8807516446529,4,63
GI,f12,1999,10,524,52.4,10.1901913622856,28,62
GJ,f12,1999,407,3419,8.4004914004914,7.67358017371021,4,43
GK,f12,1999,141,4381,31.0709219858156,15.5210428609152,5,57
GL,f12,1999,134,2519,18.7985074626866,6.29116871038137,8,32
GM,f12,1999,533023,9326174,17.4967571755815,13.4283960799949,4,63
GP,f12,1999,1996,38293,19.184869739479,15.8118759917292,4,63
GQ,f12,1999,660,24106,36.5242424242424,19.8327328195775,4,63
GR,f12,1999,101262,1171785,11.5718137109676,11.6509872732268,3,63
GT,f12,1999,23888,212990,8.91619223040857,9.97751200696758,3,63
GV,f12,1999,1329,16733,12.5906696764485,12.496239443478,4,63
GY,f12,1999,1407,15889,11.2928216062544,9.95110139508602,4,61
GZ,f12,1999,8348,202423,24.2480833732631,17.510655320476,4,63
HA,f12,1999,1612,17012,10.5533498759305,12.1785316314787,3,62
HM,f12,1999,84,968,11.5238095238095,6.01085563688967,5,27
HO,f12,1999,14703,134782,9.16697272665443,10.3585489467456,3,63
HR,f12,1999,47057,612754,13.0215270841745,10.5157046996082,4,63
HU,f12,1999,73770,936921,12.7005693371289,10.8416097785485,4,63
IC,f12,1999,936,26375,28.1784188034188,13.3424329549725,13,63
ID,f12,1999,189110,2061508,10.9011051768812,9.98639084239648,4,63
IM,f12,1999,896,12547,14.0033482142857,11.6541967243333,6,59
IN,f12,1999,1778988,14182638,7.97230672719546,7.81564179724304,3,63
IO,f12,1999,23,562,24.4347826086957,15.6394876124133,5,52
IR,f12,1999,422485,4857436,11.4972981289277,11.8366003177706,3,63
IS,f12,1999,19726,573296,29.062962587448,21.6283084656284,4,63
IT,f12,1999,368864,7577342,20.5423733408519,15.8232415164885,4,63
IV,f12,1999,21296,179055,8.4079169797145,9.13252721866016,4,63
IZ,f12,1999,81095,1029566,12.6958012207904,13.1426613861666,3,63
JA,f12,1999,358429,7739393,21.5925413401259,18.9192751376747,3,63
JE,f12,1999,226,7500,33.1858407079646,13.3320750182862,8,59
JM,f12,1999,12246,142388,11.6273068757145,11.9218871063044,3,63
JO,f12,1999,18897,285202,15.0924485368048,14.6274898532381,4,63
KE,f12,1999,8287,104422,12.6006998913962,11.8984263365754,4,63
KG,f12,1999,16993,182340,10.7303007120579,8.08916854120801,4,60
KN,f12,1999,4152,31036,7.47495183044316,6.08670878567476,3,60
KR,f12,1999,13,61,4.69230769230769,1.58767441850387,4,10
KS,f12,1999,138532,2547448,18.3888776600352,16.7637699453789,3,63
KT,f12,1999,65,490,7.53846153846154,4.6046027911108,4,21
KU,f12,1999,17536,339559,19.3635378649635,18.3062100662811,4,63
KZ,f12,1999,97692,1222834,12.517237849568,11.7004768471921,4,63
LA,f12,1999,2197,23468,10.681838871188,9.59144013602776,4,60
LE,f12,1999,12306,328092,26.6611409068747,19.1932759790218,4,63
LG,f12,1999,10644,181989,17.097801578354,12.9327648355091,5,63
LH,f12,1999,20391,326747,16.0240792506498,12.3506013453467,5,63
LI,f12,1999,387,3001,7.75452196382429,4.45757479936062,4,28
LO,f12,1999,53811,714523,13.2783817435097,8.90771460923681,5,63
LS,f12,1999,248,6967,28.0927419354839,14.431829033632,7,54
LT,f12,1999,1100,12993,11.8118181818182,11.4448895448674,3,62
LU,f12,1999,4640,101626,21.9021551724138,13.863353907411,6,63
LY,f12,1999,73502,891160,12.1242959375255,12.8127031467371,3,63
MA,f12,1999,1916,22692,11.8434237995825,11.8085154498511,4,63
MB,f12,1999,1340,32781,24.4634328358209,16.0226800124948,3,63
MD,f12,1999,17246,128283,7.43842050330511,6.18276711659522,4,61
MF,f12,1999,291,2159,7.4192439862543,5.23169439403401,4,32
MG,f12,1999,5060,53264,10.5264822134387,10.4586466996086,4,63
MH,f12,1999,49,312,6.36734693877551,1.85927215900904,4,10
MI,f12,1999,2728,37441,13.724706744868,13.3009141138109,5,62
MJ,f12,1999,3573,42186,11.8068849706129,9.76285779286566,4,61
MK,f12,1999,12952,145238,11.2135577516986,10.2482364866085,4,62
ML,f12,1999,2066,26600,12.8751210067764,12.6046016662731,4,63
MN,f12,1999,4,242,60.5,2.06155281280883,58,63
MO,f12,1999,50228,519498,10.3427968463805,12.3159248348344,3,63
MP,f12,1999,2416,37442,15.4975165562914,13.8580191881547,4,63
MR,f12,1999,1360,17195,12.6433823529412,13.8747029761842,4,63
MT,f12,1999,465,21485,46.2043010752688,16.6079130898399,7,63
MU,f12,1999,44189,527768,11.9434248342348,13.1214346198917,3,63
MV,f12,1999,74,701,9.47297297297297,7.6197165531679,5,49
MX,f12,1999,519529,5703683,10.9785652004027,12.5798596974449,3,63
MY,f12,1999,70111,997451,14.2267404544223,14.4361144117665,3,63
MZ,f12,1999,3753,44088,11.7474020783373,12.6926669200725,4,61
NC,f12,1999,1524,14265,9.36023622047244,11.7432962480024,4,63
NE,f12,1999,10,42,4.2,0.4,4,5
NF,f12,1999,35,252,7.2,1.93907194296653,4,11
NG,f12,1999,2777,25593,9.21606049693914,10.5442183913402,3,63
NH,f12,1999,218,2402,11.0183486238532,7.56134744966849,4,35
NI,f12,1999,91716,1343532,14.6488289938506,14.4963016379474,4,63
NL,f12,1999,65013,1913234,29.4284835340624,18.2147571736876,4,63
NN,f12,1999,50,2721,54.42,9.31684495953432,29,63
NO,f12,1999,104020,2463617,23.6840703710825,14.8012295086699,6,63
NP,f12,1999,7208,63652,8.830743618202,7.84818410759168,3,63
NR,f12,1999,26,359,13.8076923076923,6.91163584538216,5,29
NS,f12,1999,1791,23505,13.1239530988275,12.8382646752873,5,63
NU,f12,1999,8931,84416,9.45202105027433,10.5274948652541,3,63
NZ,f12,1999,26781,361315,13.4914678316717,14.8641148516979,3,63
OD,f12,1999,291,2369,8.14089347079038,3.27608399609599,4,22
PA,f12,1999,15914,225368,14.1616187005153,14.5719674136086,4,63
PC,f12,1999,0,0,0,0,0,0
PE,f12,1999,43063,504252,11.7096347212224,13.0811021270293,3,63
PK,f12,1999,303613,3104170,10.2241010760409,9.13603333186295,3,63
PL,f12,1999,321850,4571761,14.2046325928227,11.6394866779092,4,63
PM,f12,1999,7809,96330,12.3357664233577,13.1392242458919,4,63
PO,f12,1999,86478,1266627,14.6468119059183,14.4872513004425,3,63
PP,f12,1999,3367,43362,12.8785268785269,11.8495583760556,4,63
PS,f12,1999,83,991,11.9397590361446,9.33622224055688,4,43
PU,f12,1999,85,813,9.56470588235294,4.95734050812478,4,23
QA,f12,1999,11409,203505,17.8372337628188,17.8138639566578,4,63
RE,f12,1999,2377,36892,15.5204038704249,14.9425383809305,4,63
RI,f12,1999,62728,684797,10.9169270501212,9.14597020513125,4,63
RM,f12,1999,29,384,13.2413793103448,9.27233620977789,4,33
RN,f12,1999,67,3283,49.0,9.25267206262643,28,63
RO,f12,1999,122085,1081747,8.86060531596838,7.94381599014568,4,63
RP,f12,1999,43110,474769,11.012966829042,12.1452984886305,3,63
RQ,f12,1999,10894,362075,33.2361850559941,19.0317565185767,4,63
RS,f12,1999,1972678,26527694,13.4475540356814,11.8715224840417,3,63
RW,f12,1999,398,5903,14.8316582914573,13.3495451059765,5,60
SA,f12,1999,222765,3171900,14.2387717998788,15.2355782865357,3,63
SB,f12,1999,59,1155,19.5762711864407,7.72450072947619,7,33
SC,f12,1999,316,4105,12.9905063291139,11.2928468900836,4,56
SE,f12,1999,256,2995,11.69921875,8.0602806644464,5,51
SF,f12,1999,169601,2346502,13.8354254986704,15.0528173507755,3,63
SG,f12,1999,3407,37628,11.0443205165835,12.8793173218247,4,63
SH,f12,1999,104,665,6.39423076923077,2.37137686891769,4,13
SI,f12,1999,23990,335285,13.9760316798666,10.4130197509721,5,63
SL,f12,1999,164,1567,9.55487804878049,5.82389217852452,4,29
SM,f12,1999,96,4585,47.7604166666667,10.9760580276522,25,61
SN,f12,1999,824,48970,59.4296116504854,9.47043928429586,13,63
SO,f12,1999,621,5363,8.63607085346216,5.03030302178249,4,34
SP,f12,1999,381524,5599893,14.6776952432874,14.704255229558,3,63
ST,f12,1999,685,8356,12.1985401459854,11.3224148555331,4,56
SU,f12,1999,16046,171123,10.6645269849184,12.0933444909661,4,63
SV,f12,1999,0,0,0,0,0,0
SW,f12,1999,253514,4872668,19.2205085320732,13.9544967677343,5,63
SX,f12,1999,567,2901,5.11640211640212,0.320706507104587,5,6
SY,f12,1999,101009,1170363,11.5867199952479,11.345923530334,4,63
SZ,f12,1999,45953,1024248,22.2890344482406,13.607291434412,5,63
TB,f12,1999,32,974,30.4375,12.8718139261722,6,54
TD,f12,1999,4866,83457,17.1510480887793,16.5214428022411,4,63
TH,f12,1999,141923,1752694,12.3496121136109,11.5988422194167,4,63
TI,f12,1999,12906,152065,11.7825042615838,8.96489394966651,4,62
TK,f12,1999,202,2553,12.6386138613861,10.209832867757,4,43
TL,f12,1999,0,0,0,0,0,0
TN,f12,1999,301,1937,6.43521594684385,4.49140438231295,4,34
TO,f12,1999,1930,20050,10.3886010362694,11.7558176364712,4,62
TP,f12,1999,181,1436,7.93370165745856,5.18774822072154,5,31
TS,f12,1999,55794,580556,10.405348245331,11.2868361489295,3,63
TT,f12,1999,297,2270,7.64309764309764,5.87070807486032,4,34
TU,f12,1999,233390,2471425,10.5892497536313,10.7034502734116,3,63
TV,f12,1999,1,5,5.0,0.0,5,5
TX,f12,1999,32639,401835,12.3114985140476,11.1466223036635,4,63
TZ,f12,1999,7455,81156,10.8861167002012,11.3344871374555,4,63
UC,f12,1999,480,13408,27.9333333333333,22.8435743457299,4,63
UG,f12,1999,1678,25354,15.1096543504172,13.7575599241025,5,63
UK,f12,1999,312726,7254882,23.1988449952994,18.0406922772909,5,63
