fips_cntry,sat,year,count,sum,mean,stddev,min,max
KT,f10,1992,15,74,4.93333333333333,1.12348663642351,4,7
KU,f10,1992,14883,255153,17.1439225962508,18.0152751557384,4,61
KZ,f10,1992,149589,2246813,15.0199078809271,11.7059197135427,2,61
LA,f10,1992,968,10126,10.4607438016529,10.9963606049546,1,60
LE,f10,1992,9795,129041,13.1741704951506,11.3033934702985,2,61
LG,f10,1992,11845,185300,15.6437315322921,11.3472774131558,7,60
LH,f10,1992,17355,254647,14.672832036877,10.8250388395414,4,58
LI,f10,1992,177,1262,7.12994350282486,3.66076409812471,4,23
LO,f10,1992,54899,858076,15.630084336691,10.1083438017271,5,61
LS,f10,1992,180,4071,22.6166666666667,9.52556501677926,5,45
LT,f10,1992,937,7199,7.68303094983991,8.91252761851558,2,60
LU,f10,1992,4644,96178,20.7101636520241,14.619962343988,5,61
LY,f10,1992,90369,1205355,13.3381469309166,13.3034742290556,2,61
MA,f10,1992,594,10587,17.8232323232323,14.1502542715455,2,60
MB,f10,1992,1306,24899,19.0650842266462,13.9533643470265,4,61
MD,f10,1992,32592,446728,13.706676485027,7.83826412459383,4,60
MF,f10,1992,70,490,7.0,3.54964786985977,2,14
MG,f10,1992,4466,63300,14.1737572772056,11.7382556942119,2,61
MH,f10,1992,84,667,7.94047619047619,5.44966401427471,4,27
MI,f10,1992,2590,31144,12.0247104247104,11.4558143678747,4,61
MJ,f10,1992,1778,24581,13.8250843644544,10.2250437288111,5,58
MK,f10,1992,5207,65316,12.5438832341079,10.1211000657729,4,60
ML,f10,1992,593,12780,21.5514333895447,16.9205404815634,4,61
MN,f10,1992,4,226,56.5,0.866025403784438,55,57
MO,f10,1992,32507,381017,11.72107546067,13.5295081018952,2,61
MP,f10,1992,2188,22572,10.3162705667276,10.9426613602568,2,60
MR,f10,1992,593,9108,15.3591905564924,14.1027602103466,4,61
MT,f10,1992,465,21425,46.0752688172043,15.0363263066051,8,61
MU,f10,1992,30735,390462,12.7041483650561,13.6228795635567,2,61
MV,f10,1992,24,234,9.75,9.70502447189084,4,42
MX,f10,1992,306438,3996194,13.0407912856761,13.8322575742597,2,61
MY,f10,1992,23377,403251,17.2499037515507,15.2907234116959,2,61
MZ,f10,1992,2290,27001,11.7908296943231,12.1198312248395,2,61
NC,f10,1992,787,8029,10.2020330368488,13.7535429995634,2,61
NE,f10,1992,1,4,4.0,0.0,4,4
NF,f10,1992,32,228,7.125,2.05775970414429,4,11
NG,f10,1992,1429,17698,12.3848845346396,12.4738582768953,4,61
NH,f10,1992,231,2520,10.9090909090909,8.63123566146143,4,40
NI,f10,1992,85431,1657877,19.4060352799335,17.301585717857,2,61
NL,f10,1992,64325,1723462,26.7930353672756,15.8739749563492,4,61
NN,f10,1992,50,2441,48.82,12.9146273658979,18,61
NO,f10,1992,91943,2033446,22.116376450627,13.4210379364208,4,61
NP,f10,1992,3427,36297,10.5914794280712,10.3314500148991,2,61
NR,f10,1992,24,303,12.625,6.31672713251623,4,22
NS,f10,1992,1315,17161,13.0501901140684,12.5976244804093,4,61
NU,f10,1992,3262,44715,13.7078479460454,13.1090855353156,4,61
NZ,f10,1992,20358,306661,15.0634148737597,14.9650034347553,4,61
OD,f10,1992,51,936,18.3529411764706,4.25566994063198,10,27
PA,f10,1992,6003,105198,17.5242378810595,15.4470568323654,4,61
PC,f10,1992,0,0,0,0,0,0
PE,f10,1992,22749,271521,11.9355136489516,13.5607161980574,2,61
PK,f10,1992,247458,2504466,10.1207720097956,9.7027953205772,1,61
PL,f10,1992,204962,2933516,14.3124871927479,11.1404326165847,2,61
PM,f10,1992,3222,57029,17.6998758535071,15.2226673981865,4,61
PO,f10,1992,61466,840237,13.6699476133147,12.732246348615,2,61
PP,f10,1992,1831,30664,16.7471327143637,11.8201043789651,4,60
PS,f10,1992,49,420,8.57142857142857,6.68229460772943,4,27
PU,f10,1992,115,1900,16.5217391304348,10.6054521057204,4,42
QA,f10,1992,10506,187791,17.8746430611079,16.6823719214366,4,61
RE,f10,1992,1999,26147,13.08004002001,12.8780246372523,2,61
RI,f10,1992,38974,473337,12.1449427823677,9.26329016198865,2,59
RM,f10,1992,19,243,12.7894736842105,8.66073381702194,4,37
RN,f10,1992,67,2910,43.4328358208955,11.78947656301,19,61
RO,f10,1992,51095,581801,11.3866523143165,8.57961602142103,4,61
RP,f10,1992,20987,262206,12.4937342164197,12.7371129431339,1,61
RQ,f10,1992,10826,336648,31.0962497690745,17.381994278053,4,61
RS,f10,1992,1853407,33847021,18.2620552312579,13.2972368647896,2,61
RW,f10,1992,285,6780,23.7894736842105,14.7045008530391,8,59
SA,f10,1992,202714,3116885,15.375775723433,15.7354071505334,2,61
SB,f10,1992,49,1040,21.2244897959184,9.56452908283657,7,36
SC,f10,1992,240,2797,11.6541666666667,10.6341227175645,4,49
SE,f10,1992,234,2719,11.6196581196581,8.97602446898031,4,49
SF,f10,1992,139751,1842949,13.1873761189544,15.4357337221968,1,61
SG,f10,1992,2039,24544,12.0372731731241,13.183787196589,2,60
SH,f10,1992,89,613,6.8876404494382,3.94181901273389,2,19
SI,f10,1992,12870,164729,12.7994560994561,8.90013399317998,5,60
SL,f10,1992,244,2562,10.5,8.05233903499015,4,42
SM,f10,1992,96,3500,36.4583333333333,12.5920913230841,17,58
SN,f10,1992,824,45734,55.502427184466,11.9113837176854,10,61
SO,f10,1992,166,1325,7.98192771084337,4.13400953532376,4,21
SP,f10,1992,294992,4441573,15.0565879752671,14.4035386509333,2,61
ST,f10,1992,508,5001,9.84448818897638,9.02868510134833,4,54
SU,f10,1992,10011,135380,13.5231245629807,14.0571538987471,2,61
SV,f10,1992,0,0,0,0,0,0
SW,f10,1992,247341,4504303,18.2109031660744,13.1365985637339,5,61
SX,f10,1992,193,983,5.09326424870466,0.421699273562193,5,7
SY,f10,1992,70251,865893,12.3257035487039,12.8385760721222,2,61
SZ,f10,1992,34578,750785,21.7127942622477,13.0506746910347,4,61
TB,f10,1992,32,624,19.5,10.1025986755884,4,38
TD,f10,1992,4770,77847,16.3201257861635,15.6351091770377,4,61
TH,f10,1992,62285,850458,13.6542987878301,13.351660710429,2,61
TI,f10,1992,16672,222339,13.3360724568138,9.39681558378537,2,61
TK,f10,1992,107,981,9.16822429906542,4.4269480242604,4,21
TL,f10,1992,0,0,0,0,0,0
TN,f10,1992,229,1727,7.54148471615721,4.99294519554831,2,35
TO,f10,1992,1479,17425,11.7816091954023,12.6256352913916,4,61
TP,f10,1992,75,702,9.36,5.00303907640146,4,21
TS,f10,1992,28115,376516,13.3919971545438,13.2387034370815,2,61
TT,f10,1992,189,1600,8.46560846560847,6.66231066221985,2,39
TU,f10,1992,144489,1737084,12.0222577497249,11.0477550995562,2,61
TV,f10,1992,0,0,0,0,0,0
TX,f10,1992,28973,341098,11.7729610326856,10.2269800341188,2,61
TZ,f10,1992,3293,44877,13.6279987853022,12.924449325877,2,61
UC,f10,1992,443,12319,27.8081264108352,21.9060527801884,4,61
UG,f10,1992,1111,16193,14.5751575157516,12.6206677730695,5,60
UK,f10,1992,305823,7316032,23.9224387962972,17.2467224126963,4,61
UP,f10,1992,437140,5925458,13.5550578761953,9.59169928246366,4,61
US,f10,1992,3649650,66477743,18.2148269012097,16.3189994647147,1,61
UV,f10,1992,778,14197,18.2480719794344,15.7438167610531,4,61
UY,f10,1992,5012,117356,23.415003990423,16.2718745379148,5,61
UZ,f10,1992,94588,1448626,15.3151139679452,11.8398768569674,2,61
VC,f10,1992,258,2542,9.85271317829457,9.19310558587696,4,47
VE,f10,1992,86386,1397229,16.17425277244,15.4244180027092,2,61
VI,f10,1992,97,1669,17.2061855670103,10.8646197236148,4,45
VN,f10,1992,26792,190069,7.09424455061212,7.23902220877794,1,61
VQ,f10,1992,427,15515,36.3348946135831,20.8086582406406,4,61
VT,f10,1992,0,0,0,0,0,0
WA,f10,1992,4655,45915,9.86358754027927,11.3520405438281,2,61
WF,f10,1992,46,193,4.19565217391304,0.646716294810588,2,5
WQ,f10,1992,24,358,14.9166666666667,11.4197076242005,4,42
WS,f10,1992,108,822,7.61111111111111,5.6859693029052,2,32
WZ,f10,1992,2745,21666,7.89289617486339,7.83784921511704,2,52
YM,f10,1992,19146,178523,9.32429750339496,10.0260431711295,2,61
ZA,f10,1992,6543,90757,13.8708543481583,13.4502659782912,2,61
ZI,f10,1992,10880,128821,11.8401654411765,13.8505449819189,2,61
AA,f10,1993,220,7978,36.2636363636364,18.8531054942378,5,62
AC,f10,1993,389,6205,15.9511568123393,13.3491834647638,3,60
AE,f10,1993,38093,653123,17.1454860473053,17.5591688047182,3,62
AF,f10,1993,1714,23153,13.5081680280047,10.7858756782561,3,58
AG,f10,1993,165668,1822965,11.0037243161021,11.8991815947209,2,62
AJ,f10,1993,35872,409634,11.41932426405,9.34874262932973,5,62
AL,f10,1993,5421,38872,7.17063272458956,5.5203864052629,3,53
AM,f10,1993,4923,53071,10.7802153158643,7.3146984018542,5,52
AN,f10,1993,616,14141,22.9561688311688,16.9200668806073,5,62
AO,f10,1993,4943,55725,11.2735181064131,11.3914779764342,3,62
AQ,f10,1993,198,2992,15.1111111111111,10.5307523582163,3,43
AR,f10,1993,176440,2259252,12.8046474722285,14.2150876858304,2,62
AS,f10,1993,150438,1911482,12.706111487789,15.4521467439787,2,62
AU,f10,1993,70899,885576,12.4906698260906,9.93246534701453,5,62
AV,f10,1993,90,1290,14.3333333333333,6.21646559102875,3,29
AY,f10,1993,247,1416,5.73279352226721,1.87716339157317,5,14
BA,f10,1993,941,42222,44.8692879914984,20.5645331536813,5,62
BB,f10,1993,522,15697,30.0708812260536,17.0850014545615,8,62
BC,f10,1993,4091,38981,9.52847714495234,10.8971933264349,2,62
BD,f10,1993,86,3571,41.5232558139535,11.8122194753805,14,62
BE,f10,1993,54522,1717160,31.4948094347236,18.2160041184362,3,62
BF,f10,1993,2350,29956,12.7472340425532,16.4746595486249,3,62
BG,f10,1993,57825,423098,7.31686986597492,8.230462322775,3,62
BH,f10,1993,1932,14572,7.54244306418219,7.32707900769881,3,62
BK,f10,1993,6996,52175,7.45783304745569,3.89679906958362,3,47
BL,f10,1993,17653,230674,13.0671274004419,13.6166770194151,3,62
BM,f10,1993,10267,103573,10.0879516898802,9.40047382400028,3,62
BN,f10,1993,1959,18419,9.40224604389995,9.58295849281106,5,62
BO,f10,1993,69901,810970,11.6016938241227,9.66901668655098,3,62
BP,f10,1993,148,1221,8.25,5.43247865383053,5,32
BR,f10,1993,516696,6683526,12.9351223930512,13.1974927292031,3,62
BT,f10,1993,415,2937,7.07710843373494,3.46045909974576,3,22
BU,f10,1993,88745,766910,8.64172629443912,7.03242627385596,3,62
BV,f10,1993,0,0,0,0,0,0
BX,f10,1993,1639,37441,22.8438071995119,18.6275923361954,5,62
BY,f10,1993,423,6276,14.8368794326241,14.1534769371697,5,61
CA,f10,1993,943162,17613438,18.6748808794247,14.314197739444,3,62
CB,f10,1993,886,9075,10.2426636568849,10.4221735380427,3,62
CD,f10,1993,452,5973,13.2146017699115,12.8483482313892,3,61
CE,f10,1993,28954,231970,8.01167368930027,7.50596929057965,3,62
CF,f10,1993,1808,24834,13.7356194690265,14.1113936366494,5,62
CG,f10,1993,4764,80291,16.8536943744752,15.638502729732,3,62
CH,f10,1993,1457581,13517989,9.27426263103045,9.70568910769977,2,62
CI,f10,1993,32503,506591,15.5859766790758,15.3547829482364,2,62
CJ,f10,1993,306,4740,15.4901960784314,17.6907411428627,3,62
CK,f10,1993,5,25,5.0,0.0,5,5
CM,f10,1993,3666,46378,12.6508456082924,12.5856702256824,3,62
CN,f10,1993,165,981,5.94545454545455,2.89252861059064,3,16
CO,f10,1993,98329,1259157,12.805550753084,12.1789491405548,3,62
CQ,f10,1993,281,6576,23.4021352313167,20.5794665586687,3,62
CS,f10,1993,15851,173662,10.9559018358463,12.3542851913032,2,62
CT,f10,1993,378,5873,15.537037037037,12.9169079835606,5,57
CU,f10,1993,31142,189401,6.08185087662963,6.67692659304431,2,62
CV,f10,1993,562,4364,7.76512455516014,9.32423052088214,3,56
CW,f10,1993,104,740,7.11538461538462,3.10182233133169,3,16
CY,f10,1993,9974,121584,12.1900942450371,12.8744285503644,3,62
DA,f10,1993,53961,852922,15.8062674894831,12.7901746683183,5,62
DJ,f10,1993,404,4984,12.3366336633663,14.62131038521,5,62
DO,f10,1993,547,2305,4.21389396709324,3.41251980483236,3,32
DR,f10,1993,14407,151955,10.5473033941834,12.0363090837634,3,62
EC,f10,1993,34060,440409,12.9303875513799,11.8622747733115,5,62
EG,f10,1993,102745,1872382,18.2235826560903,15.4490309374147,3,62
EI,f10,1993,60088,662822,11.030854746372,10.0351306723848,5,62
EK,f10,1993,904,12634,13.9756637168142,14.1409413372877,5,62
EN,f10,1993,22960,299427,13.0412456445993,10.2565988369793,5,62
ER,f10,1993,371,4817,12.9838274932615,12.76914058925,3,57
ES,f10,1993,10322,105945,10.2639992249564,10.7757145577898,3,62
ET,f10,1993,3482,37041,10.637851809305,10.6150913337564,3,62
EZ,f10,1993,122365,1493180,12.2026723327749,9.82020601071149,3,62
FG,f10,1993,724,10769,14.8743093922652,13.783225159366,5,61
FI,f10,1993,203582,3969234,19.496979104243,13.7948819236921,6,62
FJ,f10,1993,1721,15809,9.18593840790238,7.49349901123758,3,52
FK,f10,1993,329,2441,7.41945288753799,5.36738872327569,3,28
FM,f10,1993,288,2382,8.27083333333333,6.15338519073489,3,36
FO,f10,1993,624,9656,15.474358974359,8.63092881915926,6,49
FP,f10,1993,1064,7865,7.39191729323308,9.28149841703051,3,56
FR,f10,1993,564207,8032076,14.2360445722935,13.525359713717,2,62
FS,f10,1993,492,2456,4.99186991869919,0.127255901158525,3,5
GA,f10,1993,326,3757,11.5245398773006,11.7756772929854,3,55
GB,f10,1993,5134,80597,15.6986754966887,15.0754681896193,5,62
GG,f10,1993,16240,181144,11.1541871921182,8.22086554145443,3,60
GH,f10,1993,10283,121166,11.7831372167655,12.6951570737751,3,62
GI,f10,1993,10,540,54.0,6.18061485614498,39,61
GJ,f10,1993,382,2825,7.39528795811518,6.52769202222159,3,35
GK,f10,1993,137,5413,39.5109489051095,14.8820750399176,6,60
GL,f10,1993,737,16102,21.8480325644505,9.47545423185028,8,61
GM,f10,1993,504158,7604888,15.0843346728605,12.6248428535371,3,62
GP,f10,1993,1978,31161,15.7537917087968,13.5326646085154,3,62
GQ,f10,1993,660,23594,35.7484848484849,18.6155787025703,5,62
GR,f10,1993,94164,917578,9.74446709995327,10.0936754333314,3,62
GT,f10,1993,13256,132672,10.0084490042245,10.6360593467338,3,62
GV,f10,1993,1094,13780,12.5959780621572,11.0519556742782,5,57
GY,f10,1993,1046,12403,11.857552581262,9.53557169082927,5,60
GZ,f10,1993,8277,148939,17.9943216141114,14.2416735946769,3,62
HA,f10,1993,1468,12059,8.21457765667575,10.2997780470698,2,57
HM,f10,1993,13,204,15.6923076923077,1.97618962748694,12,19
HO,f10,1993,10831,103052,9.514541593574,10.7265533811108,3,62
HR,f10,1993,30278,331400,10.9452407688751,9.41193341948088,3,62
HU,f10,1993,65214,842382,12.9171956941761,11.0898250203899,3,62
IC,f10,1993,6257,194540,31.0915774332747,14.0140487864828,9,62
ID,f10,1993,152579,1760871,11.5407166123779,11.017149364786,3,62
IM,f10,1993,703,11641,16.5590327169275,12.5146457667035,6,61
IN,f10,1993,1506812,11442936,7.59413649479829,7.54204670450423,2,62
IO,f10,1993,27,612,22.6666666666667,17.1960374419139,5,53
IR,f10,1993,399710,4778176,11.9541067273773,12.169058207944,2,62
IS,f10,1993,20019,465319,23.2438683250912,19.4472616467092,3,62
IT,f10,1993,363255,6712707,18.479324441508,14.6086496738697,3,62
IV,f10,1993,8605,87515,10.1702498547356,11.2369212966943,3,62
IZ,f10,1993,102604,1255467,12.2360434291061,12.3688899131893,3,62
JA,f10,1993,412564,7874737,19.0873100900709,17.170341553087,3,62
JE,f10,1993,226,7485,33.1194690265487,13.5783166447063,8,61
JM,f10,1993,12078,123608,10.234144725948,11.2620704458163,3,62
JO,f10,1993,18001,230572,12.8088439531137,13.3964542718827,3,62
KE,f10,1993,6368,88933,13.9656092964824,12.4924315557054,3,62
KG,f10,1993,19509,282273,14.4688605259111,9.55280339654655,5,62
KN,f10,1993,6148,45970,7.4772283669486,6.21319104818121,3,58
KR,f10,1993,19,97,5.10526315789474,1.293495339731,3,8
KS,f10,1993,133534,2138637,16.0156739107643,14.0621331013402,3,62
KT,f10,1993,37,283,7.64864864864865,2.24470808571309,5,12
KU,f10,1993,16879,306909,18.182889981634,17.7823209331742,3,62
KZ,f10,1993,228543,2956050,12.9343274569775,10.7800736614265,3,62
LA,f10,1993,1334,13940,10.4497751124438,9.62287905456318,3,60
LE,f10,1993,11606,145058,12.4985352403929,11.8031468241538,3,62
LG,f10,1993,14474,189598,13.0992123808208,10.6973435088858,3,62
LH,f10,1993,19813,262746,13.2612930903952,11.0261392845769,5,62
LI,f10,1993,112,882,7.875,3.88018086839113,5,23
LO,f10,1993,55991,774240,13.8279366326731,9.50570464746106,3,62
LS,f10,1993,194,4638,23.9072164948454,10.4127028629407,6,46
LT,f10,1993,1197,10556,8.8187134502924,10.3547623555958,2,62
LU,f10,1993,4662,89049,19.1010296010296,14.0486637761346,5,62
LY,f10,1993,96540,1110280,11.5007250880464,11.9494589235151,3,62
MA,f10,1993,1728,18803,10.8813657407407,11.04412131984,3,62
MB,f10,1993,1344,25812,19.2053571428571,14.0603853285298,3,62
MD,f10,1993,39901,376573,9.43768326608356,6.68046880301167,3,62
MF,f10,1993,149,851,5.71140939597315,3.76899271255521,3,19
MG,f10,1993,6877,72843,10.5922640686346,10.0740078667246,3,62
MH,f10,1993,111,945,8.51351351351351,5.37405322038991,3,26
MI,f10,1993,3643,37178,10.2053252813615,10.5115705132667,3,62
MJ,f10,1993,2514,28948,11.5147175815434,8.971003307206,3,59
MK,f10,1993,10861,114422,10.5351256790351,9.6509272503521,3,61
ML,f10,1993,1589,20869,13.1334172435494,12.8057991982277,3,62
MN,f10,1993,4,240,60.0,0.707106781186548,59,61
MO,f10,1993,34371,399534,11.6241599022432,13.6610409759399,2,62
MP,f10,1993,2327,25702,11.0451224752901,11.6278096426807,3,62
MR,f10,1993,1066,13086,12.2757973733583,12.4276863480878,3,62
MT,f10,1993,465,21032,45.2301075268817,16.0154749421566,8,62
MU,f10,1993,40251,479443,11.9113313954933,12.9171730157109,3,62
MV,f10,1993,49,497,10.1428571428571,10.3903408834104,5,55
MX,f10,1993,471802,5187237,10.9945210066935,12.3225805841428,2,62
MY,f10,1993,46715,636921,13.6341860216205,13.0813275459083,3,62
MZ,f10,1993,3275,32897,10.0448854961832,11.4553284622366,3,62
NC,f10,1993,1443,11494,7.96534996534997,10.955028954273,3,62
NE,f10,1993,25,95,3.8,0.979795897113272,3,5
NF,f10,1993,40,275,6.875,2.9511650241896,3,12
NG,f10,1993,2305,23342,10.1266811279826,10.9495591509951,3,62
NH,f10,1993,367,3673,10.008174386921,8.63914408744261,3,42
NI,f10,1993,93022,1694480,18.2159059147298,16.8598205858847,3,62
NL,f10,1993,65779,1850666,28.1346022286748,17.4069935390779,3,62
NN,f10,1993,50,2773,55.46,7.44905363116685,35,62
NO,f10,1993,124774,2911508,23.3342523282094,13.3853368936277,6,62
NP,f10,1993,3869,38801,10.0286895838718,8.97674856785006,3,61
NR,f10,1993,26,404,15.5384615384615,7.20165990070649,5,30
NS,f10,1993,1605,19069,11.8809968847352,11.1704514087839,5,61
NU,f10,1993,7163,68596,9.57643445483736,10.3117732798381,3,62
NZ,f10,1993,33753,383908,11.3740408260007,13.5237426988373,3,62
